,Gender,System administrator,Student,Game or graphics developer,Designer,Embedded applications or devices developer,Marketing or sales professional,Back-end developer,Data scientist or machine learning specialist,Data or business analyst,Full-stack developer,DevOps specialist,"C-suite executive (CEO, CTO, etc.)",Engineering manager,Mobile developer,Product manager,Database administrator,QA or test developer,Front-end developer,Educator or academic researcher,Desktop or enterprise applications developer
47850,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47852,Female,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47853,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47854,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
47855,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47856,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47858,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
47860,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47861,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47862,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47863,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47866,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
47869,Male,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
47870,Male,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
47871,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
47872,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47873,Male,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
47875,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47877,Male,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47879,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47880,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
47881,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47882,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
47885,Male,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
47886,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47887,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
47888,Male,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47889,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47890,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47892,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
47894,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
47895,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
47896,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
47898,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
47899,Male,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
47900,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47903,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
47905,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
47906,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47908,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47909,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47913,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47914,Male,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47916,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47919,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
47922,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47928,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
47930,Male,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
47931,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47932,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
47934,Male,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
47935,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47936,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47937,Male,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
47938,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
47939,Male,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47940,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
47941,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47944,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47947,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47949,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47953,Male,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
47955,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47956,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47957,Male,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
47959,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
47962,Male,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47964,Male,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47966,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
47967,Male,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47972,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47974,Male,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47975,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47976,Female,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
47977,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
47978,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47980,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
47981,Male,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47982,Male,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
47984,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
47985,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47986,Male,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
47987,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47988,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47989,Male,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47990,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47991,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47992,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
47993,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
47995,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
47996,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
47997,Male,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
47998,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48001,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1
48005,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48006,Male,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
48007,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
48008,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48009,Male,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
48010,Male,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1
48011,Male,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48012,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48013,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48015,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
48016,Male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48018,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48020,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48021,Male,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48022,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48024,Female,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48025,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48026,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48029,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48031,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48032,Male,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
48033,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48034,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48035,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
48036,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48038,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48039,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
48040,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48042,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
48043,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48044,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48045,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48046,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48047,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48048,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48049,Female,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48050,Male,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
48051,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48052,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48054,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48056,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48057,Male,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48059,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48061,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48062,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48063,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48064,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48066,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48070,Female,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
48071,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48073,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
48074,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48075,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48076,Male,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
48077,Male,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48079,Male,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48080,Male,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
48082,Male,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
48083,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48085,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48086,Female,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48087,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48088,Male,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
48089,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
48091,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48092,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
48093,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
48094,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
48095,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48096,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
48097,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48098,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48099,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48101,Male,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
48102,Male,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
48104,Female,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
48106,Male,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48107,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48109,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48110,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48111,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
48112,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48113,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48114,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
48115,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
48116,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48117,Male,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48119,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
48120,Male,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
48123,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
48124,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48125,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48127,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48128,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
48132,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48133,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48134,Male,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48137,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48138,Male,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48139,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48140,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
48141,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48142,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
48143,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48144,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48146,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48147,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48148,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48149,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48151,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
48152,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
48153,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
48156,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48157,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48158,Female,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
48159,Male,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
48161,Male,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
48163,Male,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
48164,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
48166,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48167,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48169,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
48170,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
48172,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48173,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48177,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48178,Male,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
48179,Male,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1
48180,Male,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
48181,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48182,Male,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
48184,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
48186,Male,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48187,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48188,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48189,Male,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0
48192,Male,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
48193,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48194,Male,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
48196,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48197,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
48199,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48202,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48204,Male,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1
48205,Male,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48206,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48207,Male,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
48209,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
48210,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48211,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48213,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48214,Male,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0
48215,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48216,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48217,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48218,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
48219,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48220,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48221,Male,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
48223,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48225,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
48226,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
48227,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
48228,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
48229,Male,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48231,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48232,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48233,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48234,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
48236,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48237,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48239,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
48242,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48243,Male,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
48244,Male,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
48245,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
48247,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
48250,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48251,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
48252,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48254,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48257,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48260,Female,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
48263,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
48264,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
48266,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48268,Male,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
48269,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48270,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48271,Male,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
48272,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48273,Male,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48275,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48276,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
48277,Male,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
48278,Female,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48279,Male,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
48282,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
48283,Male,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
48284,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
48285,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
48286,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
48287,Male,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48289,Male,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48290,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48291,Male,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
